"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""Green: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""White: (1, 0)""","""White: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""White: (1, 4)""","""White: (1, 5)""","""Wall: (2, 0)""","""Brown: (2, 1)""","""White: (2, 2)""","""White: (2, 3)""","""Green: (2, 4)""","""White: (2, 5)""","""Green: (3, 0)""","""White: (3, 1)""","""Brown: (3, 2)""","""White: (3, 3)""","""White: (3, 4)""","""White: (3, 5)""","""White: (4, 0)""","""Green: (4, 1)""","""White: (4, 2)""","""Brown: (4, 3)""","""Brown: (4, 4)""","""Green: (4, 5)""","""White: (5, 0)""","""Wall: (5, 1)""","""Green: (5, 2)""","""Wall: (5, 3)""","""Wall: (5, 4)""","""Wall: (5, 5)"""
24.112836566480375,23.5373808831172,22.988247240158792,23.932570587942752,23.380437492017148,22.86045321771745,23.5373808831172,23.1113314152375,22.702028827375766,23.380664460722127,23.082834442190418,22.753163179948366,0,21.520234886473787,22.278274133116966,22.973720269659303,23.804376618090608,23.37439111761629,24.443728338063774,23.84668459154022,22.59343771591808,22.639136434392412,23.363102469806254,24.019761476442156,24.02366007847143,24.93456271243683,24.80367499505589,23.10092728202049,22.954278679549812,25.245765618157687,23.499255064319478,0,26.200013884491582,0,0,0
24.814738088162617,24.23149508336191,23.67468143670856,24.613052679594507,24.0534016437254,23.526042125199435,24.23149508336191,23.79776297318567,23.381012013830052,24.05345852138488,23.748259196856612,23.411764174949194,0,22.222626589439344,22.952199854004167,23.63924021967421,24.462970786302197,24.03039390223909,25.157704296983496,24.55346354409667,23.316577993954684,23.303566619894312,24.019682344288654,24.71055130783324,24.731765859510848,25.652182312852077,25.53696884640972,23.819324222646063,23.6450685109409,25.940321745253993,24.20041106346785,0,26.938013745646668,0,0,0
25.508849649805722,24.917905470244346,24.353494784036844,25.28582046858731,24.718734234338772,24.18408033731102,24.917905470244346,24.476573963356888,24.05244108494662,24.718639139019675,24.40615099514704,24.06290453787192,0,22.91865094482547,23.61876456456319,24.29725399783926,25.114108730264213,24.67894624309407,25.86395934870387,25.25276829668354,24.032356483097708,23.960577010199945,24.668815817854544,25.393292167684255,25.432266673237393,26.36248270822391,26.26290577270829,24.530431594036724,24.32780937079191,26.62676259962205,24.894036595770654,0,27.668633608190206,0,0,0
26.19525767953109,25.596697546115145,25.02477210755256,25.95097693896839,25.376537373382067,24.834669102361712,25.59669754611515,25.14784918099831,24.71640185286341,25.376306467616004,25.05660868661286,24.70668199899751,0,23.607396626402842,24.277950679267793,24.947848603895547,25.757886769649357,25.32014376406379,26.56258218034565,25.944583140961807,24.74083222694998,24.61025125072092,25.310597119984408,26.068081018379864,26.125245275598427,27.065513258695702,26.981556358107156,25.234320237251875,25.00259822148752,27.305185497082856,25.580213504236543,0,28.391947272108304,0,0,0
26.874047649527604,26.267955864410098,25.68859726669398,26.6086220650305,26.026910135443657,25.47790658630594,26.267955864410098,25.811672458622876,25.372978948919283,26.026557851421842,25.699728711930312,25.343192124535417,0,24.288759230903146,24.92982350318914,25.591117135337115,26.3943999688895,25.954080816509098,27.25366000497222,26.628971700408286,25.44207570778266,25.252679381135938,25.94512005491255,26.735013819945575,26.810783818833123,27.76132817840409,27.69299143265972,25.931062176886893,25.669531023053235,27.97568664607544,26.25902305835467,0,29.108027799387223,0,0,0
27.545304086305695,26.93176404033438,26.345053165290544,27.258853042276844,26.669948855373285,26.11388826582894,26.931764040334375,26.468126675880942,26.022255875113085,26.66948808360056,26.33560509581366,25.972528175035883,0,24.962785277398503,25.57446299195039,26.227151995334793,27.023741284256964,26.58084975463468,27.93727866249473,27.306011932820283,26.136159654748166,25.88795107156157,26.572476621390724,27.394185377384044,27.488963788422314,28.449985484183163,28.397281735560618,26.62072944616041,26.328702580491704,28.63836115401424,26.9305458859847,0,29.816947521393352,0,0,0
28.209110580891476,27.58820476097137,26.994221765689286,27.901764500968458,27.305747325934526,26.742707109785762,27.58820476097137,27.11729377366169,26.664315042294877,27.305189578439762,26.96432951853325,26.594781108255958,0,25.629549029459206,26.21195091495215,26.856043673846,27.64600142809792,27.200540813131916,28.613522703336614,27.975783897893194,26.82315689654003,26.51615430796118,27.192756759902732,28.045689305570676,28.159865959030544,29.13154612523759,29.09449771851194,27.3033936847195,26.98020650867833,29.29330302947819,27.594861924977167,0,30.51877804617942,0,0,0
28.865549798910475,28.237359795665768,27.636184102157717,28.53744869614815,27.934396974951646,27.364453737747837,28.237359795665768,27.759254767125395,27.299237799119865,27.933752531796998,27.585991447085128,27.210039686628523,0,26.289129341628136,26.842368465434873,27.477880624642975,28.26126894843114,27.813242177385185,29.282475458616947,28.63836743444433,27.503139845559602,27.165832914310094,27.808865706925662,28.689896945583865,28.823570359567167,29.806073270918002,29.784709441182216,27.981943310720244,27.62441414869152,29.94063279687787,28.25205038592268,0,31.213590265717627,0,0,0
29.514703490600148,28.87931000627165,28.271020293193626,29.165995676895715,28.55598702988305,27.97921657668064,28.87931000627165,28.394089757700907,27.92710445886965,28.555265070790927,28.200678277919522,27.818390612764777,0,26.941605290979147,27.465795837071354,28.092749349831163,28.86963035730668,28.41906771126341,29.94421909922485,29.293841704213897,28.17899766465019,27.829160723797543,28.42013395225565,29.32687423401339,29.48015624600411,30.473631733598506,30.468265419835923,28.656165511927316,28.261391437121045,30.58046437118551,28.90218972324795,0,31.901454363060456,0,0,0
30.15665250074563,29.514135357223825,28.898809553375536,29.787493437844006,29.17060466824491,28.58708200900507,29.514135357223825,29.021877944714525,28.547994324808464,29.169813390442524,28.808475472760087,28.41992139673257,0,27.587055341414406,28.082312169681614,28.70073451540232,29.471172994865896,29.018101779377645,30.59883468576375,29.94228509155117,28.850239348229575,28.48772266650346,29.02481410508496,29.956544927549665,30.129702081105552,31.134315115603222,31.145209437669404,29.32425080429882,28.89106213065732,31.21289170255371,29.545357613438696,0,32.58243981942985,0,0,0
