"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""White: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""Wall: (1, 0)""","""Brown: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""Wall: (1, 4)""","""White: (1, 5)""","""Green: (2, 0)""","""White: (2, 1)""","""Brown: (2, 2)""","""White: (2, 3)""","""Wall: (2, 4)""","""White: (2, 5)""","""White: (3, 0)""","""Green: (3, 1)""","""White: (3, 2)""","""Brown: (3, 3)""","""Wall: (3, 4)""","""White: (3, 5)""","""White: (4, 0)""","""Wall: (4, 1)""","""Green: (4, 2)""","""White: (4, 3)""","""Brown: (4, 4)""","""White: (4, 5)""","""Green: (5, 0)""","""Brown: (5, 1)""","""White: (5, 2)""","""Green: (5, 3)""","""White: (5, 4)""","""White: (5, 5)"""
4.900995010000001,3.9488420340861676,3.197595538121958,2.5963284168580585,2.356050710294482,1.9752934926263213,0,-1.9574258178420494,-1.165206429331203,-0.6291938757420329,0,0.22168432592775902,4.113176364072677,3.209070635377272,1.6060236248227162,1.2429532248106676,0,-0.12583209691441735,0.8652596011414888,2.188203708004484,2.191340408276618,1.1535792465667254,0,0.03816148543107908,0.7450399504572547,0,4.127875387156669,3.6503993274134685,2.3299477853894204,2.0541335231562887,4.155142453480913,2.6824550431984306,2.6898028828420104,3.7986310920000865,3.474373886237249,3.1601002267625646
8.648275251635912,8.063987512253295,7.618763922662827,7.188062917755705,6.78423079929429,6.323429514593197,0,6.552888286328228,7.227568125345382,6.953246233521639,0,5.915301407759701,7.686190473514976,7.415375496688352,6.143326883018606,5.921900272336728,0,5.505780657807366,7.410553268591419,8.161442412199964,6.482209718799619,4.997232845697119,0,4.453185452889882,6.2328489378082095,0,7.575386183535545,7.121703164101326,5.747926995733873,5.69843346219717,7.3455149569528135,5.815483839324856,7.2027100124704715,7.676195551410723,7.23354886933382,6.840053669274927
12.247897700103204,11.641817166916278,11.183110385130647,10.751199520782206,10.35679279850638,9.922017616407455,0,10.117627550502304,10.773542053167018,10.49640418436686,0,9.540298518802599,11.066434548332763,10.249213117948617,9.18265683140449,10.098814538625764,0,9.164020359295678,10.324965510764976,11.386509542649181,10.907474791684097,7.998570755602575,0,7.808712746092848,9.94487250877033,0,11.158579916933839,9.932852895924222,8.479000782514715,8.968574585549392,10.985022210112934,9.384785360818741,10.091122325917077,11.069907876841215,10.527782220143916,10.106074651822862
15.705680661607314,15.060449254438376,14.56332999820015,14.094192389594218,13.667449575232377,13.198455688223742,0,13.497847201304182,14.116618343052194,13.806319700069348,0,12.787070594105167,14.277590107842023,13.416267425728641,12.079554787072977,13.330757202067854,0,12.382736663173146,13.51235961131561,14.575781900993261,14.04875964214141,12.75258890750157,0,11.983810485511178,13.0928789098112,0,14.422123849580656,13.981590676169493,11.76125190764745,12.147224197260503,14.337601089044314,12.710689708419697,13.322269568712613,14.29443526322578,13.726988959583506,13.27150597223261
19.027213177874145,18.34410308931679,17.809646542809062,17.304051706914755,16.845229559154465,16.34060200189405,0,16.744163745916723,17.326872661805965,16.98412973445071,0,15.897872461318002,17.35560064952987,16.55071415180534,15.923151706376142,16.549570625813292,0,15.462553216357772,16.587006948897344,17.641153393980304,17.18038344097013,15.870470355480911,0,15.034529967482609,16.299678568191432,0,17.703540438623268,17.21707982925326,15.726316880354421,15.478053236220262,17.540700161776964,15.882563291293273,17.218277029898683,17.63456825034553,17.09584835644614,16.59584198391953
22.21786406008532,21.498363345100962,20.928033344685794,20.387405955523853,19.897750591831663,19.3588264683285,0,19.86255054779345,20.410611704580667,20.036692866886348,0,18.88591623055516,20.30817488844475,19.417502250173673,18.95128436341024,19.56898507316676,0,18.42071913858491,19.45768966496743,20.425231602481194,19.398592829063286,18.208737117752555,0,17.269134150040667,19.368308334974145,0,20.467910996740386,19.938720917701477,18.46229771326993,18.411335318264324,20.605587108168216,18.917542558525152,19.577592234581303,20.571043890806983,19.989133025711563,19.47285095260279
25.28279056684036,24.52833308517347,23.92354306318275,23.34926334243756,22.82998941038869,22.258118809362472,0,22.858060266290405,23.372838813679582,22.968972351040925,0,21.756215676681762,23.101717593815426,22.74856670491531,21.917770944776095,22.475659926112495,0,21.26231563909218,22.216212021954103,23.215828235588862,22.755456005312055,20.227041701980923,0,20.77523483223854,22.304533135675,0,23.308486255426587,22.19135614407348,20.630777706723297,21.006444371535324,23.53823037920525,21.821568539897182,22.361457597622756,23.338722426658826,22.664146178395985,22.113343280851918
28.22694674017249,27.4389099266234,26.80101774329563,26.194411723718137,25.64668630794948,25.04316742763463,0,25.735534946403284,26.218342350142112,25.78570831560688,0,24.513413809275036,25.987628113710745,25.591823365553765,24.731669294890054,25.26386788654244,0,23.991941791233018,24.965109139320486,25.940867689579893,25.462428183511385,24.061214737202313,0,23.478629710364526,25.114065777424702,0,26.00238227035003,24.82754687534362,23.234949456380694,23.584058534917705,26.344336026842512,24.6002916758926,25.001609859423198,25.96965057526,25.266336611128636,24.687220778188554
31.055091413092214,30.234798427296948,29.565108439830876,28.92744990651987,28.352394108924763,27.71847401737094,0,28.499625642938533,28.9517216936203,28.49145364425548,0,27.161967333122707,28.745258214388354,28.32520623971016,27.434949637919335,27.942281939245106,0,26.61400977985742,28.231993623457782,28.740815021985984,28.20655754786507,26.817320282949215,0,26.07447865596325,27.802372770338266,0,28.597980423595107,28.022979353739526,25.794797545532163,26.05990039635032,29.02936389350539,27.25911853088649,27.522268199828904,28.479986236180476,27.757402538538248,27.152073038465435
33.77179590160165,32.920517765448466,32.22028293419979,31.552795480094936,30.95148622676411,30.288362852987508,0,31.154800137307447,31.57739498478038,31.090581811029157,0,29.706157280383255,31.386102532084678,30.94520333428198,30.031147442240105,30.51509987531699,0,29.132757827645623,30.851426057228743,31.386408663199198,30.819313187585912,29.398288731127487,0,28.56803922578977,30.374684755881397,0,31.249148438880322,30.635686655618134,29.020797401857642,28.69255021394637,31.598538240460748,29.803222386812674,30.675775087530965,31.112596532409366,30.422486134049564,29.78046932783906
