"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""White: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""White: (0, 6)""","""White: (1, 0)""","""White: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""White: (1, 4)""","""White: (1, 5)""","""White: (1, 6)""","""Wall: (2, 0)""","""Brown: (2, 1)""","""White: (2, 2)""","""White: (2, 3)""","""Green: (2, 4)""","""White: (2, 5)""","""White: (2, 6)""","""Green: (3, 0)""","""White: (3, 1)""","""Brown: (3, 2)""","""White: (3, 3)""","""White: (3, 4)""","""White: (3, 5)""","""White: (3, 6)""","""White: (4, 0)""","""Green: (4, 1)""","""White: (4, 2)""","""Brown: (4, 3)""","""Brown: (4, 4)""","""White: (4, 5)""","""White: (4, 6)""","""White: (5, 0)""","""Wall: (5, 1)""","""Green: (5, 2)""","""Wall: (5, 3)""","""Wall: (5, 4)""","""Wall: (5, 5)""","""Green: (5, 6)""","""White: (6, 0)""","""White: (6, 1)""","""Wall: (6, 2)""","""White: (6, 3)""","""White: (6, 4)""","""White: (6, 5)""","""Wall: (6, 6)"""
18.206050372906176,17.695671723716867,17.206913615356857,16.739403904804504,16.302828970996472,15.889623066710806,15.494681608906129,17.695671723716867,17.330431244580666,16.948328297970022,16.58683552539151,16.337128246837683,16.052929913246334,15.74914011773115,0,15.771972346293563,16.491059801098924,16.355763099017825,17.154340906514022,16.687774084556732,16.289597047874096,18.44260922695852,17.923810173154983,16.59554013323315,16.32713059526767,16.714919952076844,16.40401699742526,16.49852494587854,18.07451899476121,18.923352161233105,18.654072793828416,16.994653844587855,15.580301202784394,16.498520605638046,17.68522560249294,17.608542548862363,0,20.02052333365261,0,0,0,19.027213177874145,17.095884435457805,16.646071145614332,0,-0.7610885271149662,-0.7610885271149662,-0.7610885271149662,0
18.973462382907375,18.454566401124097,17.957385539109644,17.48154705056425,17.036741028612468,16.615411639676832,16.212544369561144,18.454566401124097,18.0809031649006,17.690471395281925,17.320747049871912,17.062948775076077,16.770870816559377,16.460241687041115,0,16.51411548919313,17.22497132529617,17.081583574447766,17.872623194950773,17.39943146398549,17.003267616135556,19.2217422017014,18.691929121139708,17.356033231735985,17.079525824019427,17.42998830972404,17.12044799619417,17.29497699843961,18.846409068190948,19.699842616036538,19.449009629854682,17.776959414037034,16.347370517655666,17.2949765687558,18.49259285182995,18.372847406681977,0,20.820318100316083,0,0,0,19.836941046095404,17.85174874861827,17.39450709573731,0,-0.7934776418438166,-0.7934776418438166,-0.7934776418438166,0
19.732357056881757,19.205038276086796,18.69952815116551,18.215453411666264,17.76250839260485,17.333148610110428,16.922459518811085,19.205038276086796,18.823045772126246,18.424377699693697,18.046513799782698,17.780716956595906,17.480853256959456,17.163482765871606,0,17.24802184615843,17.95073807479742,17.79935169513297,18.582946363910985,18.103222344279708,17.70913961333634,19.99236679946685,19.451793086935048,18.108395147613116,17.823903756717417,18.13718434375575,17.82907169264507,18.083414359066705,19.610033421916267,20.46912061402626,20.236053858228605,18.551440109621748,17.106711498100154,18.08341431652801,19.291882018175,19.12897025668072,0,21.612114919312923,0,0,0,20.63857163563445,18.599523771882335,18.134935232286796,0,-0.8255428654253784,-0.8255428654253784,-0.8255428654253784,0
20.48282892701424,19.94718083096837,19.43343389736201,18.94121440064416,18.48022111488105,18.04292130782571,17.624501961981554,19.94718083096837,19.556951512662497,19.15013862327248,18.76422583311374,18.490520440226494,18.18296041021782,17.858935160848986,0,17.973782830203326,18.668450107640098,18.50915511050964,19.285393621137874,18.799222926124624,18.40727715996236,20.754592127094675,20.203484405637713,18.852705541886074,18.56034171596678,18.836583675393776,18.529955357934483,18.863894160377715,20.365473214217296,21.231094706480942,21.015265962890002,19.318157043342147,17.85836660050288,18.86389415616639,20.08317057668228,19.876990896482884,0,22.395993770119798,0,0,0,21.432185919278105,19.339288231427187,18.86743345528312,0,-0.8572874367711246,-0.8572874367711246,-0.8572874367711246,0
21.224971476235556,20.681086511198018,20.159194196411647,19.658920386700057,19.189968360222093,18.74481723138221,18.318755522414936,20.68108651119802,20.282711805181407,19.867844535804796,19.47397234658116,19.192446934646917,18.877277947833537,18.546681370239515,0,18.691488810550172,19.378196620542326,19.21108153241862,19.98005060406958,19.48751617569414,19.097759788680865,21.508523433448868,20.94708632747758,19.58904516712205,19.28891839136098,19.52826857960336,19.223178337900052,19.636491274061868,21.112810783440626,21.985706605419637,21.7867095671623,20.077174445228156,18.602399043451218,19.636491273644943,20.866537771250655,20.61699033798859,0,23.172033832418602,0,0,0,22.21786406008532,20.071121794671285,19.592080285525718,0,-0.8887145624034135,-0.8887145624034135,-0.8887145624034135,0
21.958877149934487,21.406846736069674,20.87689944945661,20.368660744564476,19.891838423887098,19.43892345446094,19.00530562830586,21.406846736069678,21.000417050882756,20.577584815229038,20.175841659082725,19.886583607761228,19.563891740732245,19.226805734941628,0,19.4012291619773,20.080065932406594,19.90521813110466,20.667003126383985,20.16818641388071,19.780670043684868,22.254262646763564,21.682682657209043,20.317495438966883,20.009713252718722,20.212322743567377,19.9088227039704,20.401283998655714,21.852129237733912,22.732924673177077,22.550450607997647,20.828558763630877,19.338875997710495,20.401283998614442,21.642062690804217,21.349050443207002,0,23.940313494094415,0,0,0,22.99568541948447,20.79510495695945,20.308955022445975,0,-0.9198274167793794,-0.9198274167793794,-0.9198274167793794,0
22.68463736746253,22.124551909938614,21.586639054875263,21.07052386942228,20.58591868571563,20.125326303410905,19.684237457262938,22.124551909938614,21.71015664846298,21.279447859323586,20.869921162636448,20.573016820205932,20.24288708061497,19.899392410440893,0,20.103092279926685,20.77414543527638,20.591651268412445,21.346336421396217,20.84131771441976,20.45609059432101,22.991908812801995,22.410357458096456,21.05954388190484,20.739759547640922,20.890508088655327,20.588299975805405,21.158482464588594,22.58351211691937,23.47273865092303,23.30655673136361,21.574056444055884,20.06936172824248,21.158482464584505,22.409836822615187,22.07325358435513,0,24.70091035915347,0,0,0,23.765728565289624,21.5113187767704,21.01813756564646,0,-0.9506291426115857,-0.9506291426115857,-0.9506291426115857,0
23.402342533493037,22.834291433808243,22.28850142008182,21.764597182878617,21.272295583926105,20.80411122748804,20.355635449073212,22.834291433808243,22.412019005596182,21.973521091112637,21.556297300839027,21.251832030791423,20.914348433635677,20.56452483773549,0,20.797165586237277,21.460521572771533,21.27046640368712,22.01830106354543,21.507256634862653,21.124324977741306,23.7215584517816,23.1301948132899,21.801918412972128,21.468727145000486,21.562140127287766,21.26112315165718,21.90813171951956,23.307043119827426,24.205155396798954,24.05526297669418,22.313003852858373,20.793417735161327,21.908131719519155,23.169935909380683,22.789682360605635,0,25.453901255561934,0,0,0,24.528071279636727,22.219844607498935,21.719708167137156,0,-0.9811228511854698,-0.9811228511854698,-0.9811228511854698,0
24.112082049289317,23.53615371653818,22.98257397210649,22.45096713979639,21.951054608575777,21.475362756443264,21.01958317149713,23.536153716538177,23.10609154945567,22.659890966111814,22.235055565965425,21.923130219784614,21.578398453808706,21.222338482191102,0,21.502625320867473,22.141169725891462,21.941951616398867,22.68306744454807,22.166102055023195,21.785469377547727,24.44330584940032,23.84416852377403,22.53774494875047,22.19113459086684,22.22676293259195,21.92694538629252,22.650261873704896,24.02280588587107,24.930211891658733,24.796568153112247,23.0447916831937,21.510472899196987,22.650261873704856,23.922432033997758,23.498419369009806,0,26.199362243006316,0,0,0,25.28279056684036,22.920763864944742,22.413747198129396,0,-1.0113116226736152,-1.0113116226736152,-1.0113116226736152,0
24.813944323854063,24.23022618582581,23.668943168057655,23.129719236972083,22.622281933689568,22.139169651297085,21.676172607542426,24.23022618582581,23.79246073721587,23.33883008037593,22.906448838141465,22.58713706825357,22.23523445698254,21.8730082464541,0,22.205317180458167,22.814933034546584,22.606209527238416,23.340694045656534,22.817885488644208,22.43956904890195,25.157243294516924,24.55095406739698,23.26634875443302,22.906397333343733,22.884330613403964,22.585736434688496,23.384930003457168,24.730885449232858,25.647945724825885,25.530475899854945,23.769304625322324,22.220374811002774,23.384930003457164,24.667398970645607,24.199548310856365,0,26.937368620576255,0,0,0,26.029962661171957,23.614158857442582,23.100335760324146,0,-1.0411985064468792,-1.0411985064468792,-1.0411985064468792,0
25.50801678495073,24.916595299062106,24.347713028452116,23.800969357970317,23.286100212704863,22.79565737518194,22.32552954568975,24.916595299062106,24.471230589421555,24.010316587058746,23.570481446586193,23.243873937274046,22.884888901839833,22.516576771121724,0,22.90136039266388,23.481420159020857,23.263210611959327,23.991155055188912,23.462586712025924,23.086617846607844,25.863461434888634,25.25024276206329,23.987644282130415,23.614433279938172,23.534811605457662,23.237474946355295,24.112198074782757,25.431365742663615,26.358395336671443,26.25703824373378,24.486564341657946,22.923122413822675,24.112198074782757,25.4049105351456,24.893152233739144,0,27.667994934370494,0,0,0,26.76966303456024,24.30011153628031,23.779554817278186,0,-1.0707865213824104,-1.0707865213824104,-1.0707865213824104,0
26.19438588999825,25.595348387838502,25.018960855103675,24.464790626893205,23.94258161734733,23.444898722364243,22.967728313476815,25.595348387838502,25.142476755682925,24.674379310899205,24.227180536878574,23.89336691578892,23.52738765530945,23.15307129285347,0,23.590087542170913,24.140584931491066,23.91296924388915,24.63446131476362,24.100214758857597,23.728357303169023,26.562049347009474,25.942042887836898,24.701665429646887,24.3152728452495,24.178215392661663,23.882175461518433,24.832132123929135,26.124329429685677,27.06160450631231,26.97632070397049,25.196627879048467,23.618761723048337,24.832132123929135,26.135040346620112,25.57931305059141,0,28.39131498502679,0,0,0,27.501966404214635,24.97870290507069,24.45148455463707,0,-1.1000786561685862,-1.1000786561685862,-1.1000786561685862,0
26.873137318384458,26.266569445369115,25.682763677166626,25.121253977529374,24.591792054983753,24.086955658936827,23.60282804290467,26.266569445369115,25.806276927602905,25.331082838918615,24.87660570734398,24.53567080382143,24.162781147988223,23.78271001846797,0,24.271434542059357,24.792473583232447,24.55553827511805,25.270661047345325,24.730814253838656,24.42450662629563,27.253094581724326,26.626421774514462,25.40847376490126,25.00897567106428,24.814587511623188,24.542073886071556,25.5469983495132,26.809858368389467,27.757622497162984,27.68839225538615,25.899561417726993,24.307354217072255,25.5469983495132,26.85807922305519,26.25811181178156,0,29.10740183517653,0,0,0,28.22694674017249,25.650013113442064,25.116204327664256,0,-1.1290778696069004,-1.1290778696069004,-1.1290778696069004,0
27.544355725772096,26.93034152573573,26.339201293475142,25.770435533234775,25.233803765343655,24.721896526037757,24.230910316697795,26.93034152573573,26.462711500483483,25.980503321176975,25.518830037399095,25.170855406076296,24.79113584882019,24.411465869621946,0,24.945452949819344,25.437156761640967,25.190987352709733,25.89982083219836,25.356645862855384,25.121556789240405,27.93668325078693,27.3034576038745,26.10813756048477,25.695609276177176,25.446188732163726,25.241548213900472,26.259664854437666,27.488033740312943,28.446503191327295,28.393322649756186,26.595433437303416,24.98918403431867,26.259664854437666,27.57439848188841,26.929628861060603,0,29.816327816824767,0,0,0,28.944677272770768,26.314121584629525,25.773792751904107,0,-1.1577870909108314,-1.1577870909108314,-1.1577870909108314,0
