"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""White: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""White: (0, 6)""","""White: (1, 0)""","""White: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""White: (1, 4)""","""White: (1, 5)""","""White: (1, 6)""","""Wall: (2, 0)""","""Brown: (2, 1)""","""White: (2, 2)""","""White: (2, 3)""","""Green: (2, 4)""","""White: (2, 5)""","""White: (2, 6)""","""Green: (3, 0)""","""White: (3, 1)""","""Brown: (3, 2)""","""White: (3, 3)""","""White: (3, 4)""","""White: (3, 5)""","""White: (3, 6)""","""White: (4, 0)""","""Green: (4, 1)""","""White: (4, 2)""","""Brown: (4, 3)""","""Brown: (4, 4)""","""White: (4, 5)""","""White: (4, 6)""","""White: (5, 0)""","""Wall: (5, 1)""","""Green: (5, 2)""","""Wall: (5, 3)""","""Wall: (5, 4)""","""Wall: (5, 5)""","""Green: (5, 6)""","""White: (6, 0)""","""White: (6, 1)""","""Wall: (6, 2)""","""White: (6, 3)""","""White: (6, 4)""","""White: (6, 5)""","""Wall: (6, 6)"""
1,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,0,-1,-0.04,-0.04,1,-0.04,-0.04,1,-0.04,-1,-0.04,-0.04,-0.04,-0.04,-0.04,1,-0.04,-1,-1,-0.04,-0.04,-0.04,0,1,0,0,0,1,-0.04,-0.04,0,-0.04,-0.04,-0.04,0
4.1155233475288995,3.558021963635496,3.0649077393460464,2.6290529949012256,2.2552528167595023,1.9314789613333223,1.6484630470822408,0.8929424828747525,0.7682597522860941,0.678109042696936,0.6052355724782247,0.6446076157167319,0.645392855967332,0.6180544926025549,0,-2.678018555385468,-1.9954412279668161,-1.5001144494305187,-0.09222421647119883,-0.038968403006255085,-0.013753007765356075,4.108740914731761,3.130798819963722,1.4604902761428669,1.0179306204118288,0.6906235550430747,0.43791186562106826,0.2743655124191046,0.7866358332449758,2.1147645155857573,2.1542462434996836,0.85667180847282,-0.3195914946327072,-0.31496730712804594,0.057784968839290095,-0.019330328690434537,0,4.586148266465049,0,0,0,3.88641272511199,-0.17744046356199922,-0.21847313196800508,0,-0.1960398004,-0.23401853903280642,-0.2714246751446875,0
7.692327499725747,7.291923879197114,6.895163492379843,6.499368848750137,6.104290029889124,5.710985934469011,5.3245882423298685,7.291667872725559,7.024379377043377,6.643117470905794,6.251362707003715,5.859958386375074,5.47441476319818,5.130218972329467,0,4.693547057225192,4.593609214702401,4.386166433737669,5.153493558381603,5.197162226819228,4.928882358626531,7.623110174446356,7.1674813290440325,5.742367769033748,5.407777802168416,5.087179171099426,4.885881725125673,4.84919130853684,7.34145272300731,8.014404276355933,7.0956858563406895,5.620745252790158,4.28928426765091,4.785871097530253,6.304352112953419,6.972532160198998,0,8.345834726034742,0,0,0,7.673671556955805,6.537201467052681,6.147865483874324,0,-0.3459310100654363,-0.3824716064206158,-0.4186462041164068,0
11.16903771652775,10.735394004473163,10.311768513133465,9.898640494888255,9.517737002531089,9.151427435327518,8.797667385232472,10.735393979881282,10.436518047061977,10.034005246779131,9.650577894496193,9.480735648805512,9.189511371506779,8.898278961751044,0,7.910426461438311,9.547900943449179,9.483721878956407,10.262408521426037,9.043288334234205,8.78687851555839,11.020626324457385,10.078231444670873,8.491151293501055,8.437747409662142,8.336369333865587,8.73124946239773,8.804346828559122,10.220576453264693,11.251968709042446,10.653711651746558,9.086943740932446,7.699854948663182,8.804340746044918,9.980523631857015,9.849141586310845,0,11.957374537948416,0,0,0,11.311697279662239,9.444004642442076,9.089378932516423,0,-0.489915908004128,-0.5250167487803137,-0.5597665797823185,0
14.494768049316576,14.025396099733802,13.576491934179783,13.141445421995959,12.666526592134067,12.233661055671684,11.832782038863348,14.025396099731442,13.70017535028888,13.351254233553911,12.955264342534296,11.998811390033001,11.841182786505673,11.641340129098287,0,12.174067173444048,12.859493895927656,11.994294469441188,12.857485494468854,12.455128040636053,12.110848720469983,14.209453072981367,13.281485308147436,11.903353932050416,11.804457805019863,12.45149226746896,12.191053782168682,12.290735531416948,13.392891971183392,14.454818956312822,14.086721554833519,12.479735055300585,11.140906557518656,12.290735530832665,13.470619857024149,12.983618158368746,0,15.426605271228844,0,0,0,14.806370273171403,12.534434717417714,12.140574480944416,0,-0.6282272264642926,-0.6619449541994287,-0.6953255046544132,0
17.675681955099904,17.171074336226273,16.68770335566473,16.2241015417992,15.778878951692898,15.222598582888493,14.690267281734512,17.171074336226273,16.811324970752167,16.433500339915152,16.06496588555554,15.690470573614453,14.027874275767974,13.609240036378361,0,15.256761290936868,15.969199200720169,15.709312278268152,15.186288307896914,14.759446645155208,14.454654420190359,17.27666786047095,16.405330993739422,15.12165410041202,14.658941410467516,14.821922291490463,14.574709963446457,15.523074633641157,16.502259178942424,17.59160976021628,17.383176098605446,15.693009824965912,13.750428341157992,15.523074633641103,16.81024580852757,16.058592124308156,0,18.7591344713874,0,0,0,18.163339206991065,15.57098032181382,15.143262102227139,0,-0.7610885271149662,-0.7934776418438164,-0.8255428654253726,0
20.717738737946775,20.17946291361487,19.662934320570564,19.167413599878966,18.70200644965511,18.257731601796056,17.770239074123666,20.17946291361487,19.786470420947435,19.376535905133675,18.986865227993132,18.70750206199285,18.38415325906454,17.516698059838475,0,18.199998588003265,18.891091141817437,18.72622144651692,19.483684463104698,18.897837142634906,17.720628976728026,20.242877067956393,19.45589710900419,18.347121389874435,18.40800677656497,18.900198640867448,17.820600152916093,18.736515843372786,19.529440400838798,20.644597829954066,20.56787753836587,18.90793505505156,17.504203051420472,18.73651584337279,20.029797640551383,19.053162186233678,0,21.960348724268197,0,0,0,21.388030170512184,18.5292664743466,18.06961555431602,0,-0.8887145624034135,-0.9198274167793794,-0.9506291426115857,0
23.626990176854473,23.056443901125817,22.507924943091922,21.974641365082615,21.37491772043463,20.795515748447094,20.2680706022285,23.056443901125817,22.631444205788192,22.183803857356875,21.66492211326312,20.179382705624054,19.646838507886915,19.473044300565114,0,21.00721157816219,21.569146564357997,20.19694107750292,20.78889586353077,20.325983337501185,20.067683411267897,23.116914379990614,22.39741503649208,21.247978272054844,19.85718141798452,20.346807285600846,20.168616942819497,21.745615927982417,22.467122535396637,23.60297426973437,23.608372615831055,21.747032345053505,19.349300794567174,21.745615927982417,23.114746535267194,21.959921650551056,0,25.035422362740633,0,0,0,24.48565544355363,21.40154026970658,20.91152217116355,0,-1.0113116226736152,-1.0411985064468792,-1.0707865213824104,0
26.409203226083363,25.807615874557108,25.228171340297635,24.668761400650606,24.12363629237705,23.561130164001455,23.00973560734615,25.807615874557108,25.351836481795257,24.878391474564264,24.410847289968032,23.91464515201802,23.16514949276321,22.654244933625982,0,23.70145673491792,24.315084128060494,23.933598487750686,23.221809192174735,22.91424369121665,23.520542275597375,25.901065184342333,25.247596510111357,24.218623930579373,23.592292754350865,22.956530874113827,23.64749026552044,24.76534839795944,25.304859928105362,26.45915705929568,26.54947007231813,24.741370139153805,23.083351740195358,24.76534839795944,26.091350195754483,24.768330895303404,0,27.989325830313433,0,0,0,27.4612219213124,24.17734784203503,23.658643908375723,0,-1.1290778696069004,-1.1577870909108314,-1.1862092200017231,0
29.069932088956918,28.438950711250452,27.8307210991501,27.244473086620562,26.688269203293878,26.142647910723444,25.56932818070264,28.438950711250452,27.954262969607353,27.4536276974264,26.9732235564832,26.592342441096363,26.074388481350805,25.288211021628616,0,26.277063548252176,26.87745001218473,26.611071341176558,27.163258141232696,25.590197301976403,26.345044451977476,28.606494379281283,28.08313023551957,27.041907888422163,26.357870308549057,25.483636059126493,26.459636644475,27.611534694299866,28.135403205247947,29.335872126903187,29.38397752399501,27.539798570830772,25.267933646085424,27.611534694299866,28.94516662454783,27.564567560646015,0,30.826833715189032,0,0,0,30.319539207337225,26.935034207098145,26.382330404398285,0,-1.2422036565236894,-1.2697816199584526,-1.2970838037588681,0
