"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""White: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""Wall: (1, 0)""","""Brown: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""Wall: (1, 4)""","""White: (1, 5)""","""Green: (2, 0)""","""White: (2, 1)""","""Brown: (2, 2)""","""White: (2, 3)""","""Wall: (2, 4)""","""White: (2, 5)""","""White: (3, 0)""","""Green: (3, 1)""","""White: (3, 2)""","""Brown: (3, 3)""","""Wall: (3, 4)""","""White: (3, 5)""","""White: (4, 0)""","""Wall: (4, 1)""","""Green: (4, 2)""","""White: (4, 3)""","""Brown: (4, 4)""","""White: (4, 5)""","""Green: (5, 0)""","""Brown: (5, 1)""","""White: (5, 2)""","""Green: (5, 3)""","""White: (5, 4)""","""White: (5, 5)"""
24.528071279636727,23.782221686959698,23.185917233763355,22.61992419348039,22.107943653015518,21.54418592613404,0,22.120434436871015,22.64340862248412,22.246916578955712,0,21.049422122797306,23.718221658021463,23.24589244168887,21.911360312986485,21.839564695776904,0,20.562590021633767,23.290379990306306,24.058462183335433,23.523524106081226,22.079031242534487,0,21.124385009478903,22.773933904184975,0,24.336908108342175,23.78685355783898,22.27996081870849,22.28612306373528,23.996175392815765,22.274717715740433,23.80622651868637,24.589354088894613,23.943436278832852,23.377145703412587
25.28279056684036,24.52833308519681,23.923543063244374,23.34926334256072,22.82998941060517,22.2581188100435,0,22.85806026635203,23.372838813775015,22.968972351188437,0,21.756215677868322,24.43868311633745,23.960172750658323,22.61919674758716,22.552843485034288,0,21.262315641155197,24.002972403329796,24.764199001902583,24.22189999024385,22.771374799517584,0,21.793237698355163,23.479593056465827,0,25.029615746191098,24.472167830936158,22.95807323475803,22.953874830653607,24.705071987588962,22.976811121887067,24.492506026850737,25.269926726667205,24.61703140936592,24.043459909090366
26.029962661171957,25.266983369451527,24.65379263443053,24.07130910015015,23.54481471061874,22.964912365113317,0,23.588309837538187,24.094974703152918,23.683807565698714,0,22.45594129738768,25.151160924586318,24.666617827377,23.319331913928867,23.258920956530737,0,21.955044004479777,24.707669421390367,25.462125047839848,24.912548856241038,23.456116484102125,0,22.45452993015198,24.177433606921408,0,25.71455610440944,25.149806712558444,23.62858227611456,23.61408350156962,25.405785068026983,23.67079037601101,25.171059427857426,25.942802960405537,25.283015699503757,24.702245231662317
26.76966303456024,25.998247150863694,25.37673970990481,24.78613440016365,24.252491757632125,23.664637984632247,0,24.311256913012464,24.80988923363702,24.391494428063847,0,23.148669660711505,25.855743656524055,25.36531379009143,24.011849892650346,23.957869901095496,0,22.640845084170508,25.404558628420844,26.152326878664507,25.595557081611204,24.133341193387814,0,23.108351059413234,24.868513628047815,0,26.391823469129672,25.819862458776246,24.291579266937,24.266838837558712,26.098537344788777,24.356858071522893,25.84199062971162,26.60807557123351,25.941480754094577,25.353592080095787
27.501966404214635,26.722198294461734,26.092457314624337,25.493811447177,24.953092034175345,24.357366347955907,0,25.026974517731993,25.517654618816266,25.092104421805317,0,23.834470740401958,26.552518902176594,26.05634580876712,24.69683383888588,24.649762372327967,0,23.31978815306411,26.093726635725314,26.834890091550182,26.27101002600129,24.80313279887234,0,23.75478986911032,25.55400727542618,0,27.061511252466282,26.482426540593778,24.9471547622324,24.91223029381519,26.783643494473996,25.035303545784938,26.505411444538126,27.265838180081577,26.592518754740983,25.997591268772048
28.22694674017249,27.438909926623793,26.801017743296665,26.194411723720208,25.64668630795312,25.0431674276463,0,25.73553494640432,26.218342350143715,25.78570831560936,0,24.513413809295457,27.24157327877615,26.739798115548208,25.374365992752537,25.334669694105585,0,23.991941791268697,26.77525909279099,27.509899333993207,26.938992119799284,25.465574286116272,0,24.393934786785472,26.23233908815779,0,27.7237128648227,27.137590423093172,25.59539929327016,25.550347613988915,27.46122792330395,25.70628261732215,27.161420547882553,27.91618382958434,27.236221479783904,26.63433336138219
28.944677272770768,28.14845444246423,27.50249256768227,26.888005997497988,26.333344638993122,25.722110496539788,0,26.437009770789928,26.91202320415789,26.472376170475364,0,25.185567447500013,27.922992441575857,27.415754015101612,26.04452769703224,26.012662468739133,0,24.657373893091215,27.449240697979715,28.177438314360323,27.59958696059702,26.120747909084237,0,25.025874398062744,26.90329565471197,0,28.37852033227906,27.785444345293207,26.236402378004573,26.181280271422054,28.13138034948031,26.36989719501819,27.81011012460067,28.559204421864873,27.872679664038042,27.263908043565753
29.655230500043064,28.85090351314627,28.196952643824027,27.574664328537995,27.013136386722735,26.394264134744347,0,27.131469846931683,27.59876724963193,27.15217734679272,0,25.850999549322527,28.59686109454408,28.08429589484682,26.70739941553135,26.683810585202615,0,25.316151673895504,28.115755209100577,28.837589812319166,28.252877186390013,26.768734969739977,0,25.650697105782687,27.566905776421375,0,29.02602384695309,28.42607688655573,26.870252016314357,26.805116866989984,28.794183563252673,27.02623302670972,28.451569194195734,29.194990539082124,28.50198274330793,27.886403798844903
30.358678195042636,29.546328093121485,28.884468119204357,28.254456076267594,27.68613021697504,27.059696236566857,0,27.818985322312013,28.27864385465122,27.82518051134689,0,26.509777330126816,29.263263000939734,28.74550523507276,27.363060729240708,27.348183225116628,0,25.96834167689175,28.774885453864826,29.490435689152747,28.898944438852165,27.40961574662648,0,26.26849058560104,28.223240725827555,0,29.666311736458592,29.059574917560358,27.49703457591041,27.421944801532305,29.44971838671506,27.675371101566853,29.085884697699456,29.823631383612774,29.124218770423933,28.501907777613102
31.055091413092214,30.23479842729695,29.56510843983089,28.927449906519904,28.352394108924827,27.718474017371136,0,28.49962564293855,28.951721693620325,28.491453644255525,0,27.16196733312305,29.922280993769924,29.39946261894282,28.011590341317493,28.00584886932736,0,26.614009779858023,29.426713340224524,30.136056897959286,29.53786936888359,28.04346949505769,0,26.879341418762593,28.872378625992187,0,30.299470547866928,29.686023660898986,28.116834820719095,28.031850142472468,30.098064566536348,28.317390614807024,29.71314185175417,30.44521475741695,29.739474393397387,29.110505753659204
