"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""Green: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""White: (1, 0)""","""White: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""White: (1, 4)""","""White: (1, 5)""","""Wall: (2, 0)""","""Brown: (2, 1)""","""White: (2, 2)""","""White: (2, 3)""","""Green: (2, 4)""","""White: (2, 5)""","""Green: (3, 0)""","""White: (3, 1)""","""Brown: (3, 2)""","""White: (3, 3)""","""White: (3, 4)""","""White: (3, 5)""","""White: (4, 0)""","""Green: (4, 1)""","""White: (4, 2)""","""Brown: (4, 3)""","""Brown: (4, 4)""","""Green: (4, 5)""","""White: (5, 0)""","""Wall: (5, 1)""","""Green: (5, 2)""","""Wall: (5, 3)""","""Wall: (5, 4)""","""Wall: (5, 5)"""
31.607394136158423,30.94699815418619,30.302015981614176,30.905568149297995,30.141121119286865,29.41417565825817,30.94699815418619,30.426746148556315,29.800994790822013,30.164935748998406,28.33432706235943,27.78729873609684,0,28.34855897675341,28.05943592297048,28.433302708452604,28.900819787820744,28.46800687025728,31.25379589778862,30.792391189120806,29.76773428586673,29.133319183101356,28.601262894510725,29.573373232889452,30.839943959177052,32.05226188368232,32.103882237024315,30.239122098612125,28.50789043599711,30.831276280822184,30.24318332400834,0,33.55257442847241,0,0,0
34.04082129179304,33.35460139515441,32.69310694425493,33.335128239858726,32.65490583046894,31.993007238014442,33.35460139515441,32.81670983403971,32.278019576396474,32.67675167824007,32.10157593286498,31.539305028107083,0,31.025811866313255,31.706385540348027,32.00767242414302,31.19472321480611,30.935896616984778,33.807419438031594,33.387160010336075,32.36001978374943,31.650524023889815,30.93831342903795,32.02721848407068,33.43246737534863,34.65661808576774,34.713196663239025,32.81175061142351,30.961735687178336,33.301120937885344,32.809641759504025,0,36.17086812121863,0,0,0
36.36841204426828,35.656699756414824,34.97112797906468,35.65786712187572,34.95692912580917,34.28146305963485,35.656699756414824,35.09442360001182,34.53805127928476,34.971196082146584,34.405007092603185,33.85803265402761,0,33.46538755280783,33.74547255563319,34.399042104712855,34.90967297949034,33.46262929848167,36.273715171863685,35.8839823176146,34.86153010817446,34.13319581217608,33.45064049277355,34.40909001481183,35.92600226285019,37.16033739749456,37.22112493585609,35.291776391724525,33.343607217919484,35.66865288515997,35.27804851661344,0,38.68599059547881,0,0,0
38.59410768300807,37.85283526726652,36.501575947504335,37.670589120018946,36.97253612310807,36.30728755500417,37.85283526726652,37.21843131318,36.16269174618159,36.94072573215307,36.50005593998273,36.025574418807544,0,35.862174825523404,36.11759212771555,36.41541648443887,37.07627918282158,36.47762136133527,38.652146278483364,38.28491821036771,37.2739461362359,36.599113121845505,36.53440169293602,36.78744473638344,38.32313713368007,39.566520539361925,39.63134495127919,37.68399105122659,35.7219619394911,37.96880244006913,37.65113382762731,0,41.102007208914486,0,0,0
40.72119434099588,39.96079059435365,39.226913583663425,39.80956030138992,38.9577007237094,38.174499783435245,39.96079059435365,39.3506089826978,38.74871345486989,38.98465166771283,37.22782141371299,36.89789939709923,0,38.16089111177384,38.30532896068766,37.38841551944318,37.89634789806923,37.422234486821296,40.943370418559006,40.59176864463217,39.57351054530738,38.77231500624278,37.6078016321265,38.846764870179015,40.62760146297392,41.87735384284386,41.94467269360509,39.95919611981722,37.78128207328667,40.13500701917868,39.93249724291709,0,43.4228231278745,0,0,0
42.75713985759654,41.97467023339771,41.22167790613578,41.827006357233266,41.0602041358861,40.30901581483299,41.97467023339771,41.344838614432916,40.748828893469636,41.07879907109733,40.472312137074766,39.780051514533504,0,40.3757838241711,40.57084728669528,40.42386580900487,40.035833251774,39.82493912082413,43.14835384595171,42.8053121009836,41.784786970672506,40.94656854042231,39.8283158343089,40.922820508888364,42.83938188143304,44.0957292665709,44.16687587797029,42.15352294977649,39.857337711996024,42.19737223442374,42.12222821013667,0,45.65218963957195,0,0,0
44.70435424748812,43.90070629002084,43.12954963935312,43.763542515791144,42.989118362315956,42.2440441005671,43.90070629002084,43.25231987659007,42.66029993577751,43.00332732148899,42.48062568906947,41.893075356790995,0,42.50299187648579,42.69207455564884,42.45121835220942,42.95358560770359,41.970174301329024,45.26888214343884,44.934362183934724,43.92029695680582,43.11190019885173,42.45798587089521,42.98271280312127,44.96545663708214,46.22837471022972,46.30292509818955,44.27134262690032,41.91723000622893,44.19483871762337,44.22694662199034,0,47.793710215536166,0,0,0
46.56669258383919,45.74270963067458,44.95391225412259,45.60247967545975,44.80728802156949,44.04400744684085,45.74270963067458,45.076380939118806,44.4859557958877,44.81960436280034,44.2673418898932,43.67625082137565,0,44.54466061804315,44.6941179010056,44.11350281655451,44.675139387309486,43.87149529529972,47.30789755686633,46.980278649762646,45.96690254389979,45.13917803885505,44.48187340033847,44.9086441749938,47.00890201513805,48.27708937770031,48.354318464493325,46.299608396914124,44.421800911211136,46.110066903081,46.2499185213276,0,49.8508463361403,0,0,0
48.348012129251245,47.50637160830171,46.702176480008454,47.35024406185195,46.53656745028362,45.75654406381086,47.50637160830171,46.84467209265383,46.25545174075709,46.55077016897473,45.98210841495117,45.38694129995103,0,46.50875427549435,46.65371017854585,46.03557461477587,46.398001040943406,45.69969234424942,49.26792702443358,48.9450358571815,47.93226003646574,47.08250801327533,46.38398198649745,46.75044197543313,48.971369243891864,50.244765732695306,50.32477728503608,48.24739891206648,46.345187691949896,47.94521732771786,48.19276415132566,0,51.826923085619484,0,0,0
50.052584511561946,49.194849012610106,48.37666492004018,49.01665959577261,48.18754773020956,47.393292820225966,49.194849012610106,48.537772412812785,47.95047159625266,48.20423471143584,47.63899113530839,47.03871242152825,0,48.39557469627897,48.537241335762786,47.900655965125246,48.23755372048601,47.4739467191756,51.15153531582681,50.832364419871595,49.82018434457038,48.95103446396982,48.23094712659562,48.51789316116123,50.856541934919484,52.134858088575385,52.21758351556862,50.11860349976464,48.19500775014997,49.70393572695594,50.05908307703278,0,53.725134526622966,0,0,0
