"""Green: (0, 0)""","""White: (0, 1)""","""White: (0, 2)""","""White: (0, 3)""","""White: (0, 4)""","""White: (0, 5)""","""White: (0, 6)""","""White: (1, 0)""","""White: (1, 1)""","""White: (1, 2)""","""White: (1, 3)""","""White: (1, 4)""","""White: (1, 5)""","""White: (1, 6)""","""Wall: (2, 0)""","""Brown: (2, 1)""","""White: (2, 2)""","""White: (2, 3)""","""Green: (2, 4)""","""White: (2, 5)""","""White: (2, 6)""","""Green: (3, 0)""","""White: (3, 1)""","""Brown: (3, 2)""","""White: (3, 3)""","""White: (3, 4)""","""White: (3, 5)""","""White: (3, 6)""","""White: (4, 0)""","""Green: (4, 1)""","""White: (4, 2)""","""Brown: (4, 3)""","""Brown: (4, 4)""","""Green: (4, 5)""","""White: (4, 6)""","""White: (5, 0)""","""Wall: (5, 1)""","""Green: (5, 2)""","""Wall: (5, 3)""","""Wall: (5, 4)""","""Wall: (5, 5)""","""Green: (5, 6)""","""White: (6, 0)""","""White: (6, 1)""","""Wall: (6, 2)""","""White: (6, 3)""","""White: (6, 4)""","""White: (6, 5)""","""Wall: (6, 6)"""
18.20605039945553,17.69567179839943,17.206914283929137,16.739411471470532,16.30291316176582,15.890532644197078,15.497699729104138,17.69567179839943,17.33043186951943,16.94833529428238,16.586912990138266,16.337955598976958,16.06158867010864,15.771213498467585,0,15.771979875339088,16.491137262121253,16.35658978491215,17.16291603389053,16.7759664122392,16.447318192237518,18.442609239721808,17.923810959871677,16.595548502177113,16.327219959954796,16.802263909933966,17.292232283376578,17.36685631871323,18.074519040307525,18.923352492826684,18.654073721236152,16.994664320778778,16.219566167761442,18.521129348679615,18.556143581562836,17.60854259305496,0,20.02052333365261,0,0,0,19.75701430360707,17.09588447797121,16.646071186605198,0,-0.7610885271149662,-0.7610885271149662,-0.7610885271149662,0
18.973462413956423,18.454566494977453,17.957386372265084,17.48155612853322,17.03683846111185,16.61643607131685,16.21583977801255,18.454566494977453,18.080903941158866,17.69047976120207,17.320836416303134,17.06387813671732,16.780439330152166,16.483760588535272,0,16.514124518006398,17.225060686860978,17.082512137066484,17.882097675175135,17.495815848478056,17.167897225812226,19.221742217582573,18.691930060397876,17.35604291423674,17.07962645740218,17.52543537407581,18.083071321740377,18.166008553002673,18.846409118105687,19.699842975413574,19.44901070257591,17.77697126348004,17.009489596796147,19.320281582969344,19.357321419745485,18.372847454964585,0,20.820318100316083,0,0,0,20.559444160571,17.85174879512502,17.394507140686844,0,-0.7934776418438166,-0.7934776418438166,-0.7934776418438166,0
19.73235709383794,19.205038391497148,18.699529153278988,18.21546395133576,17.762618392643013,17.3342844317187,16.92601370620945,19.205038391497148,18.823046703182964,18.424387383094768,18.04661444016288,17.781745527323,17.491322385379295,17.18842451149055,0,17.248032324202775,17.950838709076713,17.800379338649936,18.593311345449234,18.20776756260064,17.880640782964537,19.992366818558533,19.45179417496038,18.10840607832223,17.824015323642072,18.240704163488658,18.865927572644363,18.95716024087748,19.610033477556765,20.469121010360684,20.236055070560568,18.55145328800906,17.79143219597992,20.111433270844184,20.15048648954061,19.128970310307945,0,21.612114919312923,0,0,0,21.353849718965293,18.599523823409267,18.134935281996135,0,-0.8255428654253784,-0.8255428654253784,-0.8255428654253784,0
20.482828971367823,19.94718096969665,19.43343506510075,18.941226332318163,18.48034328327262,18.044166955244616,17.628309612106037,19.947180969696646,19.556952594926095,19.15014955882504,18.764337412015273,18.49164703855956,18.19432597180585,17.885292258782222,0,17.973794687476136,18.668561679175912,18.510280659753985,19.296645051527932,18.911907981710698,18.616533238477814,20.754592149613778,20.20348563657996,18.85271768239524,18.560464065285572,18.948155652965188,19.640881423999016,19.740391424538938,20.36547327679794,21.231095146594157,21.01526731112155,19.318171528384433,18.565474347554158,20.894664454505644,20.93571892088109,19.876990956664944,0,22.395993770119798,0,0,0,22.140311221775637,19.339288289113775,18.86743351081335,0,-0.8572874367711246,-0.8572874367711246,-0.8572874367711246,0
21.224971529488702,20.681086674252708,20.1591955237768,19.658933665520234,19.190102504953412,18.746171983701096,18.322814796309203,20.681086674252704,20.282713033082842,19.867856685293933,19.474094712954944,19.19367102075197,18.88953736501133,18.57750904853289,0,18.691502002500165,19.378318978315956,19.212304451614862,19.99218596637697,19.608322745482585,19.378650750646923,21.508523459708872,20.947087697849764,19.589058499351328,19.289051453506183,19.647874640243575,20.408012588381943,20.51578138261699,21.112810854005247,21.985707094450127,21.786711049595503,20.077190226486813,19.33169579776045,21.670054412583696,21.713098047659322,20.616990405791814,0,23.172033832418602,0,0,0,22.91890810955788,20.0711218595799,19.592080347928327,0,-0.8887145624034135,-0.8887145624034135,-0.8887145624034135,0
21.95887721352545,21.406846924138378,20.876900932615598,20.3686753481006,19.891984454740506,19.440386913677013,19.009918496271563,21.406846924138378,21.000418421251396,20.577598160813334,20.175974743535996,19.887904868571137,19.57704291216514,19.265486341879726,0,19.401243666731904,20.08019900708049,19.9065381092528,20.680020353900876,20.297096614843657,20.136397844216223,22.254262677147125,21.682684165657548,20.317509954811705,20.009856989449094,20.339945208494765,21.16740002728635,21.28340861332662,21.852129317197605,22.73292521511702,22.550452223994316,20.828575835781155,20.090175554385553,22.43768164329332,22.482702412174152,21.34905051956728,0,23.940313494094415,0,0,0,23.6897190284623,20.795105030040602,20.308955092681966,0,-0.9198274167793794,-0.9198274167793794,-0.9198274167793794,0
22.684637442740875,22.124552123844364,21.586640692334203,21.070539787400712,20.586076554629216,20.126898184024714,19.689768440724556,22.124552123844364,21.710158160265852,21.27946239317261,20.87006492716141,20.574435016256317,20.256928017962974,19.94627745243581,0,20.103108087637985,20.774289188884897,20.59306806704763,21.360233551352078,20.97831344915053,20.886816039797992,22.991908847740653,22.410359104383343,21.05955955469291,20.73991391369683,21.026129052828185,21.91928809043764,22.04336728411459,22.58351220610975,23.472739248952987,23.306558480711455,21.574074801921792,20.841158017602467,23.19764031408129,23.244611400441432,22.073253670113246,0,24.70091035915347,0,0,0,24.452821838177677,21.511318858879225,21.01813764458338,0,-0.9506291426115857,-0.9506291426115857,-0.9506291426115857,0
23.402342621742715,22.834291674547146,22.288503211706512,21.764614410413213,21.272465258564935,20.80579127878021,20.3621552362168,22.834291674547146,22.412020658945593,21.97353680954346,21.556451718427045,21.253346943176005,20.929277147060542,20.619635656797417,0,20.797182692260677,21.46067597832995,21.271979804432746,22.03307612871515,21.65220425245472,21.629709897951777,23.72155849174179,23.130196597639646,21.801935257345782,21.46889212984696,21.705626135750578,22.663681477319034,22.795730056531543,23.307043219510707,24.20515605349276,24.055264859135594,22.3130234946805,21.584662759934336,23.95000308649825,23.998901730043748,22.789682456534905,0,25.453901255561934,0,0,0,25.2082936197959,22.219844699418445,21.719708255566918,0,-0.9811228511854698,-0.9811228511854698,-0.9811228511854698,0
24.112082151752926,23.5361539852041,22.982575918385397,22.450985674116424,21.951236061872564,21.477150735161306,21.02710068065617,23.5361539852041,23.106093344961657,22.659907866984454,22.235220613028055,21.924741632386404,21.59420151662402,21.28563184844841,0,21.50264371371907,22.14133475894872,21.943561403396945,22.69870704053594,22.31890639250483,22.365131217528187,24.443305894873493,23.84417044569378,22.537762963413925,22.191310171933495,22.378020149380465,23.400603714891904,23.540567213565573,24.022805996767154,24.93021260910064,24.796570168679388,23.04481260658886,22.32070805252878,24.694840243532273,24.745649002262383,23.4984194758335,0,26.199362243006316,0,0,0,25.956210683597945,22.920763967403683,22.413747296785967,0,-1.0113116226736152,-1.0113116226736152,-1.0113116226736152,0
24.813944441747065,24.23022648355009,23.668945269723288,23.129739076048146,22.62247513996177,22.14106418377647,21.684683353932318,24.23022648355009,23.792462675674592,23.33884816197281,22.906624491747532,22.58884363333332,22.25190124465184,21.98339970049925,0,22.205336861783586,22.81510867253534,22.607914353058103,23.357187682110684,23.019787713258637,23.097236207291832,25.157243346012233,24.550956127659234,23.266367937253754,22.90658337531002,23.043304166161654,24.130116739470555,24.277951721142383,24.7308855720226,25.647946504737202,25.530478048482284,23.769326816605957,23.049350682527912,25.432224751109086,25.48492836299335,24.199548429256932,0,26.937368620576255,0,0,0,26.696648576761966,23.61415897112627,23.100335869895627,0,-1.0411985064468792,-1.0411985064468792,-1.0411985064468792,0
25.508016919468094,24.916595626981977,24.347715286307636,23.80099049996742,23.28630503453041,22.797657164762487,22.338884696880616,24.916595626981977,24.47123267167625,24.010335847893046,23.57066757198082,23.24567449595628,22.906501243721465,22.697111269652982,0,22.901381361003686,23.481606267223412,23.265009317992888,24.00849626740004,23.73451997265518,23.824481624959525,25.86346149292714,25.250244961106645,23.987664619703217,23.614629656130234,23.72977930570355,24.855087374536144,25.008234133962908,25.431365877997518,26.358396180473363,26.257040524207245,24.48658778597302,23.773455871713313,26.16250716392961,26.216841789960853,24.893152364366912,0,27.667994934370494,0,0,0,27.429682090994348,24.30011166183976,23.779554938416425,0,-1.0707865213824104,-1.0707865213824104,-1.0707865213824104,0
26.19438604231729,25.59534874708246,25.018963269975178,24.464813058943218,23.94279791620121,23.44740763207127,22.988910445287274,25.59534874708246,25.14247898259189,24.674399738395437,24.227377008125863,23.89526071461221,23.556057318840793,23.408053137228826,0,23.590109784390943,24.140781383945185,23.914861077918864,24.655448935723,24.444742326140197,24.545174605257497,26.562049412119837,25.942045224920477,24.70168690839616,24.315479468975056,24.43969077656882,25.576050239974894,25.73158285066884,26.124329578187528,27.061605415071988,26.97632311492489,25.196652565260376,24.493807192012184,26.885855880635543,26.941475285456566,25.579313194069172,0,28.39131498502679,0,0,0,28.155385270084405,24.97870304312815,24.45148468796395,0,-1.1000786561685862,-1.1000786561685862,-1.1000786561685862,0
26.873137489665872,26.266569837053133,25.682766248774772,25.121277685669458,24.592019731500745,24.090222657488887,23.63275573940029,26.266569837053137,25.80627929891549,25.331104420380345,24.87681243853648,24.537934849376047,24.19900593408511,24.112877135424018,0,24.271458043802294,24.792680293991634,24.55780024506264,25.298562731058155,25.150761786355368,25.2593113204994,27.25309465443934,26.626424248744517,25.40849637507475,25.009219957281186,25.14567641244408,26.290446524511534,26.44782933422446,26.809858530648654,27.75762347164879,27.68839479579523,25.899590058001436,25.207906734304522,27.60210236419116,27.658879321221974,26.258111968699435,0,29.10740183517653,0,0,0,28.873831417383563,25.650013264588072,25.11620447377062,0,-1.1290778696069004,-1.1290778696069004,-1.1290778696069004,0
27.544355917160555,26.930341950852053,26.339204021321184,25.770460507182765,25.234070225195556,24.726017248920705,24.269823315752806,26.930341950852053,26.462714015826837,25.98052604775083,25.519074444290954,25.17383762254756,24.835480521550004,24.811261973875958,0,24.945477700447263,25.437401146424136,25.19396738374919,25.93525405739353,25.850295619824536,25.966531919797845,27.93668333163967,27.30346021469613,26.108164015295575,25.69592808684741,25.84520656579124,26.997875626540957,27.15695721352358,27.488033916886067,28.446504232101294,28.393325588179984,26.595470162178586,25.91512328914888,28.311230243490282,28.369115329474297,26.929629031976255,0,29.816327816824767,0,0,0,29.58509310320973,26.314121749422704,25.773792911349368,0,-1.1577870909108314,-1.1577870909108314,-1.1577870909108314,0
